state,year,fertilizer,pesticide,avg_temp_c,total_rainfall_mm,avg_humidity_percent,n,p,k,ph,yield
meghalaya,2014,4997077.92,10923.66,18.24,2285.61,80.91,52,16,33,5.6,2.507272727
meghalaya,2014,2056075.2,4494.6,18.24,2285.61,80.91,52,16,33,5.6,2.505454545
meghalaya,2014,9601206.96,20988.33,18.24,2285.61,80.91,52,16,33,5.6,2.319090909
tamil nadu,2014,270971841.4,592347.03,27.98,1096.01,71.05,80,38,30,6.6,4.730322581
andhra pradesh,2015,220897772.4,461631.72,28.21,824.0,67.96,78,45,22,6.8,3.091538462
andhra pradesh,2015,120313366.0,251430.63,28.21,824.0,67.96,78,45,22,6.8,3.671538462
puducherry,2015,602742.47,1259.61,28.11,1567.72,75.71,88,55,40,7.0,2.273333333
puducherry,2015,1343024.55,2806.65,28.11,1567.72,75.71,88,55,40,7.0,2.47
puducherry,2015,622323.31,1300.53,28.11,1567.72,75.71,88,55,40,7.0,2.225
assam,2015,30211657.02,63136.26,23.56,2064.92,77.16,60,18,38,5.8,1.398888889
assam,2015,63950707.62,133644.06,23.56,2064.92,77.16,60,18,38,5.8,2.488076923
assam,2015,298241932.5,623265.39,23.56,2064.92,77.16,60,18,38,5.8,1.965925926
meghalaya,2015,5232505.76,10934.88,18.19,2901.61,83.59,52,16,33,5.6,2.551818182
meghalaya,2015,2155313.59,4504.17,18.19,2901.61,83.59,52,16,33,5.6,2.557272727
meghalaya,2015,10054129.7,21011.1,18.19,2901.61,83.59,52,16,33,5.6,2.347272727
goa,2015,4378844.3,9150.9,27.72,1993.22,72.98,65,25,45,6.2,2.83
goa,2015,2149786.74,4492.62,27.72,1993.22,72.98,65,25,45,6.2,2.76
karnataka,2015,154278859.5,322411.65,23.87,824.43,67.37,72,42,25,6.9,2.525666667
karnataka,2015,4631342.39,9678.57,23.87,824.43,67.37,72,42,25,6.9,2.456428571
karnataka,2015,16377004.01,34224.63,23.87,824.43,67.37,72,42,25,6.9,2.785769231
kerala,2015,9540606.38,19937.94,27.01,2093.51,81.07,65,28,50,5.7,2.327692308
kerala,2015,7474511.94,15620.22,27.01,2093.51,81.07,65,28,50,5.7,2.67
kerala,2015,14072623.38,29408.94,27.01,2093.51,81.07,65,28,50,5.7,2.370714286
tamil nadu,2015,315853476.9,660069.96,27.87,1961.46,73.24,80,38,30,6.6,4.061290323
andhra pradesh,2016,232887282.0,531879.6,28.04,935.87,68.69,78,45,22,6.8,3.361538462
andhra pradesh,2016,89706879.75,204877.05,28.04,935.87,68.69,78,45,22,6.8,3.727692308
puducherry,2016,565952.25,1292.55,28.23,765.27,74.08,88,55,40,7.0,3.24
puducherry,2016,1289139.0,2944.2,28.23,765.27,74.08,88,55,40,7.0,3.436666667
puducherry,2016,628325.0,1435.0,28.23,765.27,74.08,88,55,40,7.0,2.535
assam,2016,25752743.0,58815.4,23.94,2251.68,77.39,60,18,38,5.8,1.405185185
assam,2016,62546229.0,142846.2,23.94,2251.68,77.39,60,18,38,5.8,2.412692308
assam,2016,289789620.0,661836.0,23.94,2251.68,77.39,60,18,38,5.8,1.996666667
meghalaya,2016,5156249.5,11776.1,18.6,4088.19,84.09,52,16,33,5.6,2.552727273
meghalaya,2016,2094927.5,4784.5,18.6,4088.19,84.09,52,16,33,5.6,2.573636364
meghalaya,2016,9786851.5,22351.7,18.6,4088.19,84.09,52,16,33,5.6,2.359090909
goa,2016,4234297.5,9670.5,27.35,2582.83,73.0,65,25,45,6.2,2.795
goa,2016,2021827.25,4617.55,27.35,2582.83,73.0,65,25,45,6.2,2.745
karnataka,2016,144365331.3,329708.75,24.49,586.82,61.99,72,42,25,6.9,2.529666667
karnataka,2016,2863629.5,6540.1,24.49,586.82,61.99,72,42,25,6.9,2.525333333
karnataka,2016,11314754.0,25841.2,24.49,586.82,61.99,72,42,25,6.9,2.852692308
kerala,2016,8674103.25,19810.35,27.27,1153.76,78.78,65,28,50,5.7,2.524615385
kerala,2016,6519868.0,14890.4,27.27,1153.76,78.78,65,28,50,5.7,2.534285714
kerala,2016,11072772.25,25288.55,27.27,1153.76,78.78,65,28,50,5.7,2.102142857
tamil nadu,2016,221115383.3,504994.35,28.11,811.36,70.68,80,38,30,6.6,3.068387097
andhra pradesh,2017,232527544.3,561232.64,28.14,991.2,69.86,78,45,22,6.8,3.25
andhra pradesh,2017,116703659.5,281678.04,28.14,991.2,69.86,78,45,22,6.8,3.887692308
puducherry,2017,680928.0,1643.5,28.29,1248.7,74.81,88,55,40,7.0,3.256666667
puducherry,2017,1377442.56,3324.62,28.29,1248.7,74.81,88,55,40,7.0,3.27
puducherry,2017,676519.68,1632.86,28.29,1248.7,74.81,88,55,40,7.0,2.85
assam,2017,24326211.84,58714.18,23.5,2621.54,79.34,60,18,38,5.8,1.418148148
assam,2017,63039290.88,152152.76,23.5,2621.54,79.34,60,18,38,5.8,2.704615385
assam,2017,295797957.1,713943.24,23.5,2621.54,79.34,60,18,38,5.8,2.063703704
meghalaya,2017,5286048.0,12758.5,18.43,5244.36,84.21,52,16,33,5.6,2.551818182
meghalaya,2017,2154251.52,5199.54,18.43,5244.36,84.21,52,16,33,5.6,2.576363636
meghalaya,2017,10057739.52,24275.54,18.43,5244.36,84.21,52,16,33,5.6,2.36
goa,2017,4285359.36,10343.22,27.48,1982.62,74.01,65,25,45,6.2,2.635
goa,2017,1779229.44,4294.38,27.48,1982.62,74.01,65,25,45,6.2,2.855
karnataka,2017,116119399.7,280267.86,23.74,1088.08,68.27,72,42,25,6.9,2.9
karnataka,2017,4823016.96,11640.92,23.74,1088.08,68.27,72,42,25,6.9,2.773076923
karnataka,2017,35383695.36,85402.72,23.74,1088.08,68.27,72,42,25,6.9,3.063703704
kerala,2017,9175288.32,22145.64,27.14,1693.59,79.58,65,28,50,5.7,2.217692308
kerala,2017,7823665.92,18883.34,27.14,1693.59,79.58,65,28,50,5.7,2.733571429
kerala,2017,12770745.6,30823.7,27.14,1693.59,79.58,65,28,50,5.7,2.483571429
tamil nadu,2017,37038547.2,89396.9,28.13,1290.07,72.2,80,38,30,6.6,3.967857143
tamil nadu,2017,43496263.68,104983.36,28.13,1290.07,72.2,80,38,30,6.6,4.451428571
tamil nadu,2017,207401694.7,500588.44,28.13,1290.07,72.2,80,38,30,6.6,4.139
andhra pradesh,2018,253662471.4,547360.45,28.18,927.05,67.4,78,45,22,6.8,3.263846154
andhra pradesh,2018,104524437.4,225545.95,28.18,927.05,67.4,78,45,22,6.8,3.699230769
puducherry,2018,697135.6,1504.3,28.04,947.36,75.1,88,55,40,7.0,3.373333333
puducherry,2018,1467585.6,3166.8,28.04,947.36,75.1,88,55,40,7.0,3.976666667
puducherry,2018,732333.0,1580.25,28.04,947.36,75.1,88,55,40,7.0,2.885
assam,2018,23481045.2,50668.1,23.04,1825.84,78.58,60,18,38,5.8,1.492592593
assam,2018,65021600.6,140305.55,23.04,1825.84,78.58,60,18,38,5.8,2.645
assam,2018,304861225.8,657838.65,23.04,1825.84,78.58,60,18,38,5.8,2.15
meghalaya,2018,5432726.8,11722.9,17.87,3403.4,83.31,52,16,33,5.6,2.545454545
meghalaya,2018,2209812.8,4768.4,17.87,3403.4,83.31,52,16,33,5.6,2.569090909
meghalaya,2018,10350630.8,22334.9,17.87,3403.4,83.31,52,16,33,5.6,2.352727273
goa,2018,4191410.2,9044.35,27.57,2090.67,71.99,65,25,45,6.2,2.72
goa,2018,1710074.6,3690.05,27.57,2090.67,71.99,65,25,45,6.2,2.72
karnataka,2018,168227027.6,363005.3,23.97,586.33,64.89,72,42,25,6.9,2.637
karnataka,2018,1855892.4,4004.7,23.97,586.33,64.89,72,42,25,6.9,2.480833333
karnataka,2018,24491064.6,52847.55,23.97,586.33,64.89,72,42,25,6.9,2.9272
kerala,2018,9848534.212,21251.461,26.92,1799.12,80.47,65,28,50,5.7,1.565384615
kerala,2018,7924813.016,17100.398,26.92,1799.12,80.47,65,28,50,5.7,3.09
kerala,2018,14346504.03,30957.3145,26.92,1799.12,80.47,65,28,50,5.7,2.684285714
tamil nadu,2018,45358743.4,97876.45,28.08,832.38,70.88,80,38,30,6.6,4.184827586
tamil nadu,2018,38425828.8,82916.4,28.08,832.38,70.88,80,38,30,6.6,3.997333333
tamil nadu,2018,195404610.8,421649.9,28.08,832.38,70.88,80,38,30,6.6,3.749032258
andhra pradesh,2019,262178758.0,564777.25,28.2,1027.8,71.25,78,45,22,6.8,3.517692308
andhra pradesh,2019,142484710.3,306936.09,28.2,1027.8,71.25,78,45,22,6.8,3.873076923
puducherry,2019,742518.48,1599.51,28.41,1060.94,75.48,88,55,40,7.0,3.216666667
puducherry,2019,1614028.72,3476.89,28.41,1060.94,75.48,88,55,40,7.0,3.883333333
puducherry,2019,776011.68,1671.66,28.41,1060.94,75.48,88,55,40,7.0,3.55
assam,2019,21851822.48,47072.51,23.09,2368.95,78.3,60,18,38,5.8,1.464814815
assam,2019,67934171.68,146341.66,23.09,2368.95,78.3,60,18,38,5.8,2.492307692
assam,2019,322601006.1,694936.96,23.09,2368.95,78.3,60,18,38,5.8,2.137037037
meghalaya,2019,5750524.8,12387.6,18.07,4360.57,82.43,52,16,33,5.6,2.510909091
meghalaya,2019,2340745.28,5042.36,18.07,4360.57,82.43,52,16,33,5.6,2.57
meghalaya,2019,10973574.64,23638.93,18.07,4360.57,82.43,52,16,33,5.6,2.36
goa,2019,4192833.36,9032.07,27.55,3627.84,74.47,65,25,45,6.2,2.475
goa,2019,1766895.12,3806.19,27.55,3627.84,74.47,65,25,45,6.2,2.95
karnataka,2019,165591583.1,356712.19,24.57,818.07,65.92,72,42,25,6.9,2.924
karnataka,2019,1935048.16,4168.42,24.57,818.07,65.92,72,42,25,6.9,2.881428571
karnataka,2019,46839123.76,100899.37,24.57,818.07,65.92,72,42,25,6.9,2.86862069
kerala,2019,9600525.2,20681.15,27.57,1778.18,78.55,65,28,50,5.7,1.949230769
kerala,2019,10478390.56,22572.22,27.57,1778.18,78.55,65,28,50,5.7,2.815714286
kerala,2019,13960481.04,30073.23,27.57,1778.18,78.55,65,28,50,5.7,2.503571429
tamil nadu,2019,35474451.6,76417.95,28.36,1207.03,72.52,80,38,30,6.6,4.077241379
tamil nadu,2019,58396682.4,125796.3,28.36,1207.03,72.52,80,38,30,6.6,4.095
tamil nadu,2019,233745092.3,503526.34,28.36,1207.03,72.52,80,38,30,6.6,3.818387097
andhra pradesh,1997,226742525.0,738575.0,28.21,1191.08,69.56,78,45,22,6.8,1.99173913
andhra pradesh,1997,106371509.0,346487.0,28.21,1191.08,69.56,78,45,22,6.8,2.64
bihar,1997,71346189.07,232398.01,25.76,1263.31,54.36,85,30,25,7.2,1.102244898
bihar,1997,11841907.93,38572.99,25.76,1263.31,54.36,85,30,25,7.2,1.683265306
bihar,1997,403349874.7,1313843.24,25.76,1263.31,54.36,85,30,25,7.2,1.354363636
gujarat,1997,64011342.0,208506.0,26.78,1009.83,51.08,75,38,28,7.8,1.665
maharashtra,1997,127432630.0,415090.0,26.37,2053.66,68.68,75,43,26,7.1,8.778275862
maharashtra,1997,31310.93,101.99,26.37,2053.66,68.68,75,43,26,7.1,2.018888889
mizoram,1997,6482409.38,21115.34,22.66,1730.69,73.06,54,15,34,5.7,1.6
punjab,1997,217082770.0,707110.0,23.39,942.38,46.2,150,50,40,8.0,3.476470588
uttar pradesh,1997,544993574.6,1775223.37,26.03,711.1,45.12,120,45,35,7.6,2.037
uttar pradesh,1997,628788.19,2048.17,26.03,711.1,45.12,120,45,35,7.6,2.202903226
andhra pradesh,1998,277865120.0,815596.0,28.21,1100.41,71.95,78,45,22,6.8,2.47
andhra pradesh,1998,148614960.0,436218.0,28.21,1100.41,71.95,78,45,22,6.8,2.986086957
bihar,1998,13124196.8,38522.44,26.1,1017.81,58.59,85,30,25,7.2,1.765777778
bihar,1998,418362968.4,1227988.47,26.1,1017.81,58.59,85,30,25,7.2,1.242909091
gujarat,1998,61463480.0,180409.0,27.88,758.93,47.48,75,38,28,7.8,1.695384615
haryana,1998,107365367.2,315141.26,24.04,986.16,46.65,130,48,35,7.9,2.286666667
himachal pradesh,1998,8113950.0,23816.25,21.24,962.76,47.03,60,20,40,6.0,1.455454545
madhya pradesh,1998,537353440.0,1577252.0,25.01,1049.84,56.61,70,40,20,7.4,0.586785714
maharashtra,1998,142835160.0,419253.0,26.75,2133.35,69.3,75,43,26,7.1,1.267241379
maharashtra,1998,3695120.0,10846.0,26.75,2133.35,69.3,75,43,26,7.1,2.053333333
punjab,1998,248877200.0,730510.0,24.04,986.16,46.65,150,50,40,8.0,3.099411765
tamil nadu,1998,235776221.2,692055.71,28.32,1115.79,72.23,80,38,30,6.6,3.445
tripura,1998,25242115.6,74091.23,25.37,1919.99,73.93,62,20,35,5.9,1.8775
uttar pradesh,1998,580465116.4,1703794.37,25.83,962.01,51.68,120,45,35,7.6,1.865060241
uttar pradesh,1998,556145.2,1632.41,25.83,962.01,51.68,120,45,35,7.6,2.015172414
bihar,1999,78985129.9,200942.1,26.37,887.84,51.93,85,30,25,7.2,1.061666667
bihar,1999,13252877.62,33715.98,26.37,887.84,51.93,85,30,25,7.2,1.700666667
gujarat,1999,70512772.0,179388.0,28.45,440.13,40.06,75,38,28,7.8,1.510714286
haryana,1999,114944308.8,292424.04,25.49,537.97,34.47,130,48,35,7.9,2.235
himachal pradesh,1999,8513960.86,21659.94,22.3,572.46,36.63,60,20,40,6.0,1.55
karnataka,1999,116339493.7,295973.46,22.94,856.67,69.63,72,42,25,6.9,2.292962963
karnataka,1999,5601329.14,14250.06,22.94,856.67,69.63,72,42,25,6.9,2.079285714
karnataka,1999,31926026.6,81221.4,22.94,856.67,69.63,72,42,25,6.9,2.7336
madhya pradesh,1999,585203473.3,1488786.75,25.0,1021.78,51.04,70,40,20,7.4,1.110508475
maharashtra,1999,154642023.0,393417.0,26.19,1622.75,68.41,75,43,26,7.1,1.211935484
maharashtra,1999,4393782.0,11178.0,26.19,1622.75,68.41,75,43,26,7.1,2.081
nagaland,1999,15707240.0,39960.0,19.18,684.23,65.25,56,16,36,5.8,1.484285714
odisha,1999,84585610.0,215190.0,26.2,1304.31,72.99,67,26,32,6.3,0.971333333
odisha,1999,40521495.3,103088.7,26.2,1304.31,72.99,67,26,32,6.3,2.073333333
odisha,1999,363282990.0,924210.0,26.2,1304.31,72.99,67,26,32,6.3,1.142666667
punjab,1999,276362520.0,703080.0,25.49,537.97,34.47,150,50,40,8.0,3.332352941
tamil nadu,1999,233915402.0,595092.42,27.7,931.08,71.53,80,38,30,6.6,3.499642857
uttar pradesh,1999,645251508.9,1641551.94,26.85,649.86,42.16,120,45,35,7.6,1.991707317
uttar pradesh,1999,642298.76,1634.04,26.85,649.86,42.16,120,45,35,7.6,2.190384615
bihar,2000,288599184.3,764345.4,26.02,1005.78,51.8,85,30,25,7.2,1.399189189
bihar,2000,58087679.85,153843.3,26.02,1005.78,51.8,85,30,25,7.2,1.310645161
bihar,2000,12305511.33,32590.74,26.02,1005.78,51.8,85,30,25,7.2,1.590645161
chhattisgarh,2000,370075964.8,980133.96,26.38,867.47,51.2,70,35,20,6.5,0.6575
gujarat,2000,57282195.0,151710.0,28.31,549.8,38.9,75,38,28,7.8,0.8725
gujarat,2000,382863.0,1014.0,28.31,549.8,38.9,75,38,28,7.8,3.53
haryana,2000,103498863.9,274113.32,24.65,829.38,38.13,130,48,35,7.9,2.443157895
himachal pradesh,2000,8002720.23,21194.94,21.5,869.51,40.72,60,20,40,6.0,1.55
madhya pradesh,2000,166628456.8,441309.96,25.33,867.75,42.57,70,40,20,7.4,0.613555556
maharashtra,2000,145919888.0,386464.0,26.28,1944.66,66.88,75,43,26,7.1,0.9865625
maharashtra,2000,2464067.0,6526.0,26.28,1944.66,66.88,75,43,26,7.1,1.987
mizoram,2000,5089034.63,13478.14,22.64,1561.26,75.76,54,15,34,5.7,1.8875
nagaland,2000,14725500.0,39000.0,18.4,688.55,67.37,56,16,36,5.8,1.5025
nagaland,2000,164925.6,436.8,18.4,688.55,67.37,56,16,36,5.8,1.98
odisha,2000,83893136.9,222188.2,26.35,1100.2,71.21,67,26,32,6.3,0.733666667
odisha,2000,20294684.1,53749.8,26.35,1100.2,71.21,67,26,32,6.3,1.685333333
odisha,2000,331050837.4,876777.2,26.35,1100.2,71.21,67,26,32,6.3,1.020666667
punjab,2000,256321870.0,678860.0,24.65,829.38,38.13,150,50,40,8.0,3.501764706
tamil nadu,2000,207466980.5,549469.44,27.82,1035.18,72.05,80,38,30,6.6,3.611785714
uttar pradesh,2000,579608245.8,1535073.28,25.93,976.03,45.55,120,45,35,7.6,1.894782609
uttar pradesh,2000,296767.91,785.98,25.93,976.03,45.55,120,45,35,7.6,2.083181818
uttarakhand,2000,28031952.65,74241.7,18.34,706.41,44.93,80,24,38,6.4,1.649230769
uttarakhand,2000,300596.54,796.12,18.34,706.41,44.93,80,24,38,6.4,3.125
bihar,2001,290506129.6,739563.24,25.95,1096.14,55.07,85,30,25,7.2,1.409189189
bihar,2001,12879205.78,32787.56,25.95,1096.14,55.07,85,30,25,7.2,1.792903226
bihar,2001,60661032.67,154429.34,25.95,1096.14,55.07,85,30,25,7.2,1.098275862
chhattisgarh,2001,389126738.6,990629.12,26.22,1214.25,57.24,70,35,20,6.5,1.34375
gujarat,2001,67814320.0,172640.0,28.07,479.49,39.96,75,38,28,7.8,1.533571429
gujarat,2001,388094.0,988.0,28.07,479.49,39.96,75,38,28,7.8,2.935
haryana,2001,104939085.6,267151.3,24.52,886.36,40.39,130,48,35,7.9,2.645555556
himachal pradesh,2001,8229533.27,20950.54,21.39,919.92,42.75,60,20,40,6.0,1.654545455
madhya pradesh,2001,180376899.5,459199.0,25.13,980.81,48.39,70,40,20,7.4,0.849333333
maharashtra,2001,151887736.0,386672.0,26.51,1875.04,67.48,75,43,26,7.1,1.261875
maharashtra,2001,2737084.0,6968.0,26.51,1875.04,67.48,75,43,26,7.1,2.192
mizoram,2001,5707024.4,14528.8,22.95,1562.48,74.08,54,15,34,5.7,1.825
nagaland,2001,15830150.0,40300.0,19.14,537.09,64.46,56,16,36,5.8,1.485
nagaland,2001,153195.0,390.0,19.14,537.09,64.46,56,16,36,5.8,1.76
odisha,2001,459585000.0,1170000.0,26.48,1946.22,72.62,67,26,32,6.3,1.583666667
punjab,2001,253997310.0,646620.0,24.52,886.36,40.39,150,50,40,8.0,3.517058824
tamil nadu,2001,210375340.1,535568.28,28.16,1253.37,70.91,80,38,30,6.6,3.532857143
uttar pradesh,2001,619775496.5,1577808.96,26.23,797.83,45.41,120,45,35,7.6,2.016086957
uttar pradesh,2001,288925.77,735.54,26.23,797.83,45.41,120,45,35,7.6,2.097777778
uttarakhand,2001,28679738.08,73012.16,17.87,1283.71,50.63,80,24,38,6.4,1.608461538
uttarakhand,2001,384110.93,977.86,17.87,1283.71,50.63,80,24,38,6.4,2.2625
bihar,2002,55218549.58,145818.5,26.3,893.82,54.2,85,30,25,7.2,1.060714286
bihar,2002,11393913.18,30088.5,26.3,893.82,54.2,85,30,25,7.2,1.625517241
bihar,2002,272751180.9,720268.25,26.3,893.82,54.2,85,30,25,7.2,1.345945946
chhattisgarh,2002,357631166.9,944415.25,26.85,804.92,52.95,70,35,20,6.5,0.710625
gujarat,2002,44400230.0,117250.0,28.63,366.66,37.53,75,38,28,7.8,1.209230769
gujarat,2002,1117106.0,2950.0,28.63,366.66,37.53,75,38,28,7.8,4.53
haryana,2002,85737980.17,226412.75,25.39,688.83,37.91,130,48,35,7.9,2.495
himachal pradesh,2002,7883454.91,20818.25,22.21,721.57,39.96,60,20,40,6.0,1.133636364
karnataka,2002,97554026.88,257616.0,23.99,668.45,65.75,72,42,25,6.9,2.035185185
karnataka,2002,4776669.52,12614.0,23.99,668.45,65.75,72,42,25,6.9,2.000666667
karnataka,2002,6992610.21,18465.75,23.99,668.45,65.75,72,42,25,6.9,2.378
madhya pradesh,2002,158203699.7,417776.75,25.95,898.51,45.83,70,40,20,7.4,0.608
maharashtra,2002,141702056.0,374200.0,27.12,1326.47,63.56,75,43,26,7.1,0.8903125
maharashtra,2002,2508755.0,6625.0,27.12,1326.47,63.56,75,43,26,7.1,2.288
meghalaya,2002,10199935.14,26935.5,17.77,2530.64,80.43,52,16,33,5.6,1.767142857
mizoram,2002,5402532.89,14266.75,23.2,1459.33,74.41,54,15,34,5.7,1.89
nagaland,2002,14200500.0,37500.0,18.71,838.03,67.77,56,16,36,5.8,1.46375
odisha,2002,404524910.0,1068250.0,26.51,1340.28,73.12,67,26,32,6.3,0.753333333
punjab,2002,239515100.0,632500.0,25.39,688.83,37.91,150,50,40,8.0,3.438823529
uttarakhand,2002,25676302.73,67804.75,18.57,865.58,47.21,80,24,38,6.4,1.461538462
uttarakhand,2002,387200.3,1022.5,18.57,865.58,47.21,80,24,38,6.4,2.8
jharkhand,2002,12909164.28,34089.9025,23.78,1140.09,58.21,68,22,30,6.1,1.516666667
jharkhand,2002,87348097.24,230664.67,23.78,1140.09,58.21,68,22,30,6.1,1.062222222
bihar,2003,54825417.92,132936.96,25.85,1042.17,57.29,85,30,25,7.2,1.141666667
bihar,2003,18829559.28,45656.64,25.85,1042.17,57.29,85,30,25,7.2,1.42
bihar,2003,11569277.3,28052.4,25.85,1042.17,57.29,85,30,25,7.2,1.324642857
bihar,2003,287754557.0,697727.76,25.85,1042.17,57.29,85,30,25,7.2,1.456315789
chhattisgarh,2003,378993628.2,918958.08,26.55,1433.14,57.99,70,35,20,6.5,1.4375
delhi,2003,648220.02,1571.76,25.09,1026.54,48.93,90,40,30,7.5,2.73
gujarat,2003,64475572.0,156336.0,27.32,891.79,48.96,75,38,28,7.8,1.7125
gujarat,2003,2365622.0,5736.0,27.32,891.79,48.96,75,38,28,7.8,3.565714286
haryana,2003,100483605.2,243645.84,24.13,1037.84,46.02,130,48,35,7.9,2.733333333
jharkhand,2003,60789566.7,147398.424,23.41,1429.22,62.42,68,22,30,6.1,0.74
jharkhand,2003,142289747.2,345014.5416,23.41,1429.22,62.42,68,22,30,6.1,0.998636364
madhya pradesh,2003,169115545.3,410059.92,25.1,1241.22,54.75,70,40,20,7.4,0.997916667
maharashtra,2003,148509592.0,360096.0,27.08,1970.27,66.29,75,43,26,7.1,1.232258065
maharashtra,2003,2919910.0,7080.0,27.08,1970.27,66.29,75,43,26,7.1,2.217
manipur,2003,15622013.4,37879.2,20.58,1111.03,71.54,58,17,37,5.9,2.305555556
mizoram,2003,5859220.08,14207.04,23.24,1231.02,73.52,54,15,34,5.7,1.925
nagaland,2003,15341900.0,37200.0,18.65,780.96,69.8,56,16,36,5.8,1.36
nagaland,2003,98980.0,240.0,18.65,780.96,69.8,56,16,36,5.8,1.945
odisha,2003,445508980.0,1080240.0,26.57,1857.72,73.53,67,26,32,6.3,1.516333333
punjab,2003,258733720.0,627360.0,24.13,1037.84,46.02,150,50,40,8.0,3.678235294
uttar pradesh,2003,566158968.3,1372783.92,25.86,803.3,50.49,120,45,35,7.6,2.066285714
uttar pradesh,2003,775904.22,1881.36,25.86,803.3,50.49,120,45,35,7.6,2.1595
uttarakhand,2003,26889995.58,65201.04,17.95,1079.15,52.08,80,24,38,6.4,1.640769231
uttarakhand,2003,559731.9,1357.2,17.95,1079.15,52.08,80,24,38,6.4,3.66
andhra pradesh,2004,239980358.8,465164.07,27.72,759.1,69.79,78,45,22,6.8,2.720454545
andhra pradesh,2004,94378765.9,182938.35,27.72,759.1,69.79,78,45,22,6.8,2.83
assam,2004,47262674.96,91611.24,22.27,2151.77,78.82,60,18,38,5.8,0.802173913
assam,2004,33741084.58,65401.77,22.27,2151.77,78.82,60,18,38,5.8,1.764347826
assam,2004,177249657.0,343570.5,22.27,2151.77,78.82,60,18,38,5.8,1.551304348
bihar,2004,57905238.18,112240.17,26.25,859.42,54.62,85,30,25,7.2,0.788148148
bihar,2004,12591274.8,24406.2,26.25,859.42,54.62,85,30,25,7.2,1.437407407
bihar,2004,269703654.5,522777.99,26.25,859.42,54.62,85,30,25,7.2,0.647105263
chhattisgarh,2004,416440000.5,807203.25,25.78,1039.07,61.38,70,35,20,6.5,1.160625
delhi,2004,913414.54,1770.51,26.07,628.29,43.62,90,40,30,7.5,3.35
gujarat,2004,72111104.0,139776.0,27.7,763.53,47.63,75,38,28,7.8,1.730666667
gujarat,2004,1495092.0,2898.0,27.7,763.53,47.63,75,38,28,7.8,2.68625
haryana,2004,110965728.2,215089.56,24.66,920.16,43.86,130,48,35,7.9,2.832777778
madhya pradesh,2004,181525078.4,351857.73,25.58,915.19,50.52,70,40,20,7.4,0.803541667
maharashtra,2004,161231588.0,312522.0,26.82,2339.17,66.04,75,43,26,7.1,1.022903226
maharashtra,2004,2220970.0,4305.0,26.82,2339.17,66.04,75,43,26,7.1,2.463
nagaland,2004,16576020.0,32130.0,18.24,847.98,71.54,56,16,36,5.8,1.65625
nagaland,2004,108340.0,210.0,18.24,847.98,71.54,56,16,36,5.8,1.99
punjab,2004,303352000.0,588000.0,24.66,920.16,43.86,150,50,40,8.0,3.788823529
tripura,2004,27743273.84,53775.96,25.06,2334.61,75.65,62,20,35,5.9,2.24
uttarakhand,2004,30493809.76,59107.44,18.09,1149.05,52.59,80,24,38,6.4,1.592307692
uttarakhand,2004,813741.74,1577.31,18.09,1149.05,52.59,80,24,38,6.4,2.975
jharkhand,2004,16641988.23,32257.869,23.14,1252.79,63.15,68,22,30,6.1,0.714
jharkhand,2004,106242798.7,205934.9061,23.14,1252.79,63.15,68,22,30,6.1,0.85
west bengal,2004,34757855.48,67372.62,25.68,1392.86,74.2,85,40,45,6.2,2.037222222
west bengal,2004,149117767.6,289041.27,25.68,1392.86,74.2,85,40,45,6.2,2.857777778
west bengal,2004,442721009.4,858144.84,25.68,1392.86,74.2,85,40,45,6.2,2.336111111
bihar,2005,63945301.36,111978.93,26.79,802.49,52.54,85,30,25,7.2,0.962666667
bihar,2005,13581059.92,23782.71,26.79,802.49,52.54,85,30,25,7.2,1.304583333
bihar,2005,312361859.8,546997.92,26.79,802.49,52.54,85,30,25,7.2,1.035263158
chhattisgarh,2005,462213891.8,809413.92,26.18,1526.16,58.73,70,35,20,6.5,1.30375
delhi,2005,900119.52,1576.26,25.46,718.47,45.33,90,40,30,7.5,2.81
gujarat,2005,77744136.0,136143.0,26.81,962.01,49.27,75,38,28,7.8,1.843125
gujarat,2005,2950032.0,5166.0,26.81,962.01,49.27,75,38,28,7.8,3.054444444
haryana,2005,125506833.0,219783.48,24.2,879.45,45.01,130,48,35,7.9,2.940526316
himachal pradesh,2005,9517570.72,16666.86,20.99,916.17,47.53,60,20,40,6.0,1.396363636
madhya pradesh,2005,203917484.3,357093.66,25.18,1213.01,50.41,70,40,20,7.4,0.881041667
maharashtra,2005,176726104.0,309477.0,26.39,3211.91,67.19,75,43,26,7.1,1.215666667
maharashtra,2005,4652896.0,8148.0,26.39,3211.91,67.19,75,43,26,7.1,2.007
mizoram,2005,6770683.2,11856.6,23.29,1418.06,76.74,54,15,34,5.7,1.9425
nagaland,2005,18647560.0,32655.0,18.77,815.04,70.97,56,16,36,5.8,1.6425
nagaland,2005,107928.0,189.0,18.77,815.04,70.97,56,16,36,5.8,2.06
punjab,2005,316828640.0,554820.0,24.2,879.45,45.01,150,50,40,8.0,3.820588235
tripura,2005,30347794.64,53144.07,25.23,1998.49,77.25,62,20,35,5.9,2.305
uttarakhand,2005,33033043.28,57846.39,17.67,1130.54,54.07,80,24,38,6.4,1.62
uttarakhand,2005,1075802.32,1883.91,17.67,1130.54,54.07,80,24,38,6.4,3.89
jharkhand,2005,17911594.17,31366.2006,23.93,938.94,57.56,68,22,30,6.1,0.557857143
